序号,年份,学科门类,项目类别,项目名称,申请人,学校名称
883.0,2017,历史学,青年基金项目,“一带一路”沿线中亚国家“乌古斯可汗”祖先传说研究,陈浩,上海大学
884.0,2017,历史学,青年基金项目,理念、技术、体系：留日生与中国医学之近代转型研究,朱虹,上海大学
885.0,2017,历史学,青年基金项目,两汉魏晋“西学东渐”：史料编译、整理与研究,毛丹,上海交通大学
886.0,2017,历史学,青年基金项目,朝鲜王朝正祖时期的官方史学研究（1776-1800）,张光宇,太原理工大学
887.0,2017,历史学,青年基金项目,近代江南的能源转型与社会经济变迁研究（1865—1937）,裴广强,西安交通大学
888.0,2017,历史学,青年基金项目,两宋皇宫宿卫禁军与内政演进研究,王军营,西北大学
889.0,2017,历史学,青年基金项目,新中国成立初期广西旧司法人员改造研究（1949-1953）,刘琼芳,西南大学
890.0,2017,历史学,青年基金项目,清季民初中国维护司法主权的“别样”努力：华洋诉讼理案体制之构建及其司法实践,钟勇华,西南交通大学
891.0,2017,历史学,青年基金项目,基于数据库建设的肩水金关汉简文书分类整理与研究,李烨,西南医科大学
892.0,2017,历史学,青年基金项目,二十世纪五六十年代苏、鄂、皖三省青壮年支疆研究,闫存庭,新疆师范大学
893.0,2017,历史学,青年基金项目,民国时期新疆本土驻外领事群体研究,郑红飞,伊犁师范学院
894.0,2017,历史学,青年基金项目,清代东北历史地理研究——基于清廷三大实测全图的考证与复原,杨丽婷,浙江水利水电学院
895.0,2017,历史学,青年基金项目,1945-1947年黄河谈判研究,曾磊磊,中国药科大学
896.0,2017,历史学,青年基金项目,国际海洋法会议中的英国话语及其嬗变（1958-1982）,刘明周,中南财经政法大学
897.0,2017,历史学,青年基金项目,19-20世纪镍白铜在美洲的传播和影响研究,黄超,中山大学
898.0,2017,历史学,青年基金项目,沦陷区台籍人士与近代中国社会巨变（1931-1971）,陈丽华,中山大学
899.0,2017,历史学,青年基金项目,唐宋之际礼学思想的转型：文献与思想史研究,冯茜,中山大学
900.0,2017,考古学,青年基金项目,中国北方与欧亚草原东部青铜时代至早期铁器时代的殉牲研究,包曙光,黑龙江大学
901.0,2017,考古学,青年基金项目,元中都遗址及博物馆的大众传播研究,高晓芳,吉林大学
902.0,2017,考古学,青年基金项目,河南卢氏县拐峪早期绿松石采矿遗址调查研究,先怡衡,西北大学
903.0,2017,考古学,青年基金项目,丝绸之路商贸流通体系中的文明交往研究,李丰庆,西北大学
904.0,2017,考古学,青年基金项目,史前丝绸之路中亚来华安德罗诺沃文化的新疆本土化及其中国化问题研究,丁杰,伊犁师范学院
905.0,2017,考古学,青年基金项目,古埃及古王国时期萨卡拉地区墓葬发展研究,黄咨玄,中山大学
906.0,2017,考古学,青年基金项目,明清广船的形制演变与技术交流研究,谭玉华,中山大学
907.0,2017,经济学,规划基金项目,中国投入产出序列表预测及其应用研究,郑海涛,北京航空航天大学
908.0,2017,经济学,规划基金项目,创新驱动中国工业绿色转型研究,韩晶,北京师范大学
909.0,2017,经济学,规划基金项目,大型建筑业企业服务创新能力动态成长模型与驱动机制研究：商业模式与绿色生产协同视角,张静晓,长安大学
910.0,2017,经济学,规划基金项目,农业供给侧结构性改革中人口结构变化对粮食供需结构平衡的影响及对策研究,魏君英,长江大学
911.0,2017,经济学,规划基金项目,人民币实际汇率“免行动区间”估计与应用研究,王亮,大连民族大学
912.0,2017,经济学,规划基金项目,“准许成本加合理收益”中导入效率改善因子的理论与落地化研究:以输配电行业为例,李宏舟,东北财经大学
913.0,2017,经济学,规划基金项目,降低贸易政策不确定性对我国出口及整体经济的影响,李志远,复旦大学
914.0,2017,经济学,规划基金项目,城镇污水治理成本结构、适度规模和服务效率研究,马乃毅,广东海洋大学
915.0,2017,经济学,规划基金项目,社工机构参与的多层次长期护理保险发展模式研究,李勇杰,广东金融学院
916.0,2017,经济学,规划基金项目,我国PM2.5污染边际健康损害值的估算及其空间分布研究,符淼,广东外语外贸大学
917.0,2017,经济学,规划基金项目,中央政府与地方政府之间的委托-代理关系对转变经济增长方式的影响,卢万青,广东外语外贸大学
918.0,2017,经济学,规划基金项目,中国金融开放、金融效率与宏观经济波动关系的NOEM模型模拟和实证研究,袁申国,广东外语外贸大学
919.0,2017,经济学,规划基金项目,中国市场化进程中企业“走出去”的国内就业效应研究,姜巍,广东外语外贸大学
920.0,2017,经济学,规划基金项目,汇率不确定条件下中国—东盟产能合作研究,申韬,广西大学
921.0,2017,经济学,规划基金项目,资本结构、研发投资与初创企业的生存能力,孙景蔚,杭州电子科技大学
922.0,2017,经济学,规划基金项目,中国制造业全球价值链嵌入的碳减排机制研究,李新安,河南财经政法大学
923.0,2017,经济学,规划基金项目,“一带一路”战略下东北地区产业转型升级路径与对策研究：基于跨空间产业联动视角,柴秋星,黑龙江科技大学
924.0,2017,经济学,规划基金项目,基于微观主体行为决策的债务陷阱生成机制与对策研究,刘宇,湖北工业大学
925.0,2017,经济学,规划基金项目,供给侧视角下结构性货币政策治理过剩产能的机理及有效性研究,李琼,湖北工业大学
926.0,2017,经济学,规划基金项目,基于马尔科夫链-蒙特卡洛（MCMC）方法的高维复杂纵向数据建模及应用,郑列,湖北工业大学
927.0,2017,经济学,规划基金项目,养老金股票投资标的选择及稳健交易策略研究,李文芳,湖北工业大学
928.0,2017,经济学,规划基金项目,我国农产品贸易隐含碳排放的测度及防控策略研究,丁玉梅,湖北工业大学
929.0,2017,经济学,规划基金项目,绿色发展中能源环境政策效应的动态CGE研究,胡宗义,湖南大学
930.0,2017,经济学,规划基金项目,高维矩条件模型的矩选择、参数估计及其应用研究,李海奇,湖南大学
931.0,2017,经济学,规划基金项目,碳交易价格指数保险的构建与中国雾霾治理的创新研究,姜世杰,湖南大学
932.0,2017,经济学,规划基金项目,跨界融合背景下保险业系统性风险感染路径分析及预警机制研究,张琳,湖南大学
933.0,2017,经济学,规划基金项目,基于重金属污染耕地治理与安全利用的粮食补贴政策优化研究,李继志,湖南农业大学
934.0,2017,经济学,规划基金项目,金融资产价格和货币政策反应：“良性忽略”还是“逆风而行”？,吴锦顺,华东交通大学
935.0,2017,经济学,规划基金项目,产能利用、过剩产能与并购动机：微观机理及实证研究,刘伟,华东政法大学
936.0,2017,经济学,规划基金项目,资本配置效率、产业结构转型与经济增长关系研究：微观基础与动态演进,陈创练,华南师范大学
937.0,2017,经济学,规划基金项目,企业生产率异质性视角下的土地价格与城市分工研究,殷宁宇,华南师范大学
938.0,2017,经济学,规划基金项目,基于日内高频数据的金融市场崩盘风险预测及其溢出效应研究,简志宏,华中科技大学
939.0,2017,经济学,规划基金项目,区域房价差异对产业集聚的影响机理——珠江三角洲经济区的实证,李菁,华中科技大学
940.0,2017,经济学,规划基金项目,反腐败、隐性交易成本与市场化程度：基于准自然实验的实证研究,左月华,华中科技大学
941.0,2017,经济学,规划基金项目,农村居民金融素养及其对金融决策的影响：路径与实证检验,熊学萍,华中农业大学
942.0,2017,经济学,规划基金项目,社会网络视角的农户农资网购模式及其选择机理研究,李艳军,华中农业大学
943.0,2017,经济学,规划基金项目,家庭负债冲击、杠杆率阀值与宏观经济效应研究,陈蕾,集美大学
944.0,2017,经济学,规划基金项目,地方政府债务预算管理理论框架与制度完善研究,王志扬,集美大学
945.0,2017,经济学,规划基金项目,中国与一带一路沿线主要国家贸易分析--基于增加值贸易核算,张珺,暨南大学
946.0,2017,经济学,规划基金项目,多维制度距离、组织学习与中国跨国企业投资选址、进入策略和经营绩效,杨亚平,暨南大学
947.0,2017,经济学,规划基金项目,邻居异质性和市场行为对出口企业绩效的影响机制和估计研究,赵永亮,暨南大学
948.0,2017,经济学,规划基金项目,中国近代营销史研究,仝群旺,江苏理工学院
949.0,2017,经济学,规划基金项目,长江经济带战略新兴产业绿色发展水平测度及提升路径研究,陈晓雪,江苏理工学院
950.0,2017,经济学,规划基金项目,“一带一路”背景下口岸物流系统优化配置与转型升级研究,胡林凤,金陵科技学院
951.0,2017,经济学,规划基金项目,关键审计事项的信息含量研究,胡淑娟,九江学院
952.0,2017,经济学,规划基金项目,复杂系统视角下“问题金融机构”市场退出机制研究,苏虹,乐山师范学院
953.0,2017,经济学,规划基金项目,有效需求测度、产能过剩预警与新常态转型治理：一个新的逻辑架构与钢铁产业实证,马文军,鲁东大学
954.0,2017,经济学,规划基金项目,我国粮食安全系统脆弱性的综合评价、隐患识别及防范机制构建研究,姚成胜,南昌大学
955.0,2017,经济学,规划基金项目,中国证券市场高频交易行为与市场监管研究,朱洪亮,南京大学
956.0,2017,经济学,规划基金项目,“一带一路”共赢战略下中国OFDI边际产业转移效应研究,冯跃,南京工程学院
957.0,2017,经济学,规划基金项目,经营主体视角下“三权分置”对森林资源可持续性影响的研究,蔡志坚,南京林业大学
958.0,2017,经济学,规划基金项目,基于规模农户的农业产业链融资影响机制及绩效研究,周月书,南京农业大学
959.0,2017,经济学,规划基金项目,土地税收政策对工业企业土地需求影响研究——基于江苏省不同区域的调查,邹伟,南京农业大学
960.0,2017,经济学,规划基金项目,“一带一路”沿线省份天气风险耦合与农业指数保险问题研究,谷政,南京审计大学
961.0,2017,经济学,规划基金项目,二元经济条件下的要素收入分配、经济增长与对外贸易失衡研究,姜磊,南开大学
962.0,2017,经济学,规划基金项目,熔断机制与我国股市系统性风险研究,郝项超,南开大学
963.0,2017,经济学,规划基金项目,中国证券市场交易指令的价格冲击效应及其对波动性影响,姜莹,宁波诺丁汉大学
964.0,2017,经济学,规划基金项目,中国“特色小镇”实践模式与可持续发展机制研究,陈晓文,青岛大学
965.0,2017,经济学,规划基金项目,中国大范围雾霾污染的空间动态关联效应及防控政策优化研究,刘华军,山东财经大学
966.0,2017,经济学,规划基金项目,开放经济下中国反垄断政策的执行标准及国际协调机制研究,张伟,山东大学
967.0,2017,经济学,规划基金项目,惩罚制度与群体合作的协同演进研究,韦倩,山东大学
968.0,2017,经济学,规划基金项目,产业集群升级与可持续创新型城市建设互动机理及政策研究,马有才,山东科技大学
969.0,2017,经济学,规划基金项目,新型农村社会养老保险的劳动供给效应研究,程令国,上海财经大学
970.0,2017,经济学,规划基金项目,农民工市民化利益权衡及财政补贴支付的合理化区间研究,艾慧,上海大学
971.0,2017,经济学,规划基金项目,“一带一路”战略下中国与中东欧的贸易潜力研究,燕春蓉,上海第二工业大学
972.0,2017,经济学,规划基金项目,高管社会网络、同伴效应与公司投资效率,王磊,上海对外经贸大学
973.0,2017,经济学,规划基金项目,京沪高铁对沿线地区的直接经济效应和地区间溢出效应的研究,俞路,上海海事大学
974.0,2017,经济学,规划基金项目,"我国零售业对接""一带一路""市场的""全球本土化""战略研究",常健聪,上海建桥学院
